age,gender,degree_level,field_of_study,gpa,years_experience,python,java,c_cpp,sql,machine_learning,data_analysis,cloud_computing,cybersecurity,web_development,devops,networking,communication,leadership,problem_solving,teamwork,adaptability,recommended_job_1,recommended_job_2,recommended_job_3
32,Male,PhD,AI,2.99,2,0,1,0,0,0,0,0,0,1,0,0,3,3,3,5,5,Software Engineer,Backend Developer,Frontend Developer
30,Male,PhD,Cybersecurity,3.2,0,1,1,1,1,0,1,1,1,0,1,1,5,1,1,2,2,Business Intelligence Analyst,Software Engineer,Cloud Engineer
22,Female,Master,Software Engineering,3.44,1,0,1,1,1,0,0,0,0,1,1,0,1,4,1,1,3,Software Engineer,DevOps Engineer,Backend Developer
29,Male,PhD,Software Engineering,2.81,6,0,0,1,0,0,0,1,1,1,1,0,5,5,3,4,2,Software Engineer,Cloud Engineer,DevOps Engineer
28,Male,PhD,Software Engineering,3.46,0,0,0,1,0,0,0,0,1,0,0,0,5,3,3,1,2,Software Engineer,Cybersecurity Analyst,Backend Developer
34,Male,Bachelor,AI,3.77,5,1,1,1,1,1,1,1,1,0,1,1,3,5,4,5,4,AI Researcher,Machine Learning Engineer,Data Scientist
30,Female,PhD,Cybersecurity,2.77,8,1,0,1,1,0,0,0,0,1,1,0,1,4,2,4,3,Software Engineer,DevOps Engineer,Data Scientist
28,Female,PhD,Cybersecurity,3.6,0,0,0,0,0,1,0,1,0,1,1,1,3,5,5,5,4,Full Stack Developer,Cloud Engineer,DevOps Engineer
28,Male,Master,Computer Science,2.96,1,1,0,1,1,1,1,1,0,1,1,0,2,5,3,3,5,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
23,Female,Bachelor,Data Science,3.92,6,1,1,1,1,0,0,0,1,0,1,0,4,3,5,2,4,Software Engineer,DevOps Engineer,Cybersecurity Analyst
21,Female,Master,Computer Science,2.9,3,0,1,0,0,1,0,1,0,0,0,1,4,1,2,4,1,Business Intelligence Analyst,Software Engineer,Cloud Engineer
34,Male,Bachelor,Computer Science,2.64,5,1,1,1,1,1,1,0,1,1,1,1,5,2,3,5,3,Business Intelligence Analyst,Machine Learning Engineer,Data Scientist
24,Female,Master,Software Engineering,3.73,0,0,0,1,1,0,0,0,0,1,0,1,1,3,2,5,2,Software Engineer,AI Researcher,Backend Developer
27,Male,PhD,Data Science,3.76,2,1,1,1,0,1,1,0,1,0,1,0,1,4,5,5,4,AI Researcher,Machine Learning Engineer,Software Engineer
28,Male,Master,Computer Science,2.54,1,1,0,0,1,0,1,0,1,0,1,1,3,3,3,1,5,Business Intelligence Analyst,DevOps Engineer,Cybersecurity Analyst
30,Male,PhD,AI,3.29,1,0,0,1,1,1,1,0,1,0,0,0,3,5,3,4,2,Business Intelligence Analyst,Software Engineer,Cybersecurity Analyst
23,Male,Bachelor,Computer Science,3.34,4,0,0,0,0,0,0,0,1,1,0,1,4,2,4,3,5,Cybersecurity Analyst,Frontend Developer,Security Engineer
25,Male,PhD,Cybersecurity,3.86,0,0,1,0,1,1,0,1,1,1,0,1,2,1,3,1,2,Software Engineer,Cloud Engineer,Cybersecurity Analyst
23,Male,Bachelor,Computer Science,3.47,1,0,0,0,0,1,1,1,1,1,1,1,3,1,4,1,4,Frontend Developer,Cloud Engineer,DevOps Engineer
26,Male,Master,AI,3.85,1,1,0,0,1,0,0,0,1,0,0,0,2,5,3,3,3,Cybersecurity Analyst,AI Researcher,Machine Learning Engineer
23,Female,PhD,Software Engineering,3.5,5,0,1,0,1,1,1,0,1,1,1,1,5,2,4,4,3,Business Intelligence Analyst,Software Engineer,DevOps Engineer
22,Female,PhD,Cybersecurity,3.92,0,1,1,1,1,0,1,0,0,0,0,1,1,3,3,1,4,Business Intelligence Analyst,Software Engineer,AI Researcher
24,Female,Master,Data Science,3.21,7,0,0,0,1,0,0,1,1,1,1,1,1,1,2,2,5,Cloud Engineer,DevOps Engineer,Cybersecurity Analyst
32,Female,Bachelor,Data Science,3.32,8,0,1,0,1,0,0,1,1,0,0,1,2,3,1,2,2,Software Engineer,Cloud Engineer,Cybersecurity Analyst
33,Male,PhD,Software Engineering,3.36,3,1,0,1,1,0,1,1,1,1,1,1,1,2,2,5,5,Business Intelligence Analyst,Software Engineer,Cloud Engineer
29,Male,PhD,Software Engineering,3.17,1,1,0,1,0,1,1,0,0,0,0,0,2,1,4,2,2,Machine Learning Engineer,Software Engineer,Data Scientist
23,Male,Bachelor,Data Science,3.03,5,1,1,0,1,1,1,0,1,1,1,1,2,5,4,1,4,Software Engineer,Machine Learning Engineer,Data Scientist
26,Male,PhD,Data Science,3.64,4,0,1,0,0,1,0,0,0,1,1,0,4,2,4,4,1,Software Engineer,DevOps Engineer,Backend Developer
32,Female,Master,Software Engineering,2.82,2,0,1,1,1,1,0,1,1,0,0,1,4,5,5,1,1,Software Engineer,Cloud Engineer,Cybersecurity Analyst
24,Male,Bachelor,Software Engineering,2.58,8,1,1,0,0,0,1,1,0,0,1,0,2,1,5,5,1,Software Engineer,Cloud Engineer,DevOps Engineer
21,Male,Bachelor,Data Science,2.97,1,0,1,1,0,0,0,0,0,1,0,0,4,4,4,4,1,Software Engineer,Backend Developer,Frontend Developer
25,Female,PhD,Software Engineering,2.59,3,0,0,0,1,0,1,0,1,0,1,1,2,5,1,2,2,Business Intelligence Analyst,DevOps Engineer,Cybersecurity Analyst
28,Female,Master,Computer Science,2.99,7,1,0,1,0,0,0,1,0,1,1,1,1,3,4,1,1,Software Engineer,Cloud Engineer,DevOps Engineer
34,Female,Master,Software Engineering,2.85,6,0,0,0,0,0,0,1,0,1,0,0,1,5,5,3,4,Cloud Engineer,Frontend Developer,Full Stack Developer
28,Female,PhD,Data Science,3.78,1,0,0,1,1,1,1,1,1,0,1,1,5,3,3,2,2,Business Intelligence Analyst,Software Engineer,Cloud Engineer
35,Female,PhD,Computer Science,3.06,1,0,0,1,1,0,1,0,0,1,0,1,1,5,4,4,2,Business Intelligence Analyst,Software Engineer,Data Analyst
27,Male,Bachelor,Data Science,3.0,7,0,0,1,0,0,1,1,1,0,0,0,5,5,3,2,1,Software Engineer,Cloud Engineer,Cybersecurity Analyst
28,Female,Master,Cybersecurity,3.57,5,0,1,0,0,0,1,1,0,0,1,0,2,1,1,4,4,Software Engineer,Cloud Engineer,DevOps Engineer
33,Male,Master,Data Science,2.98,5,1,1,0,1,0,1,0,1,1,0,1,2,2,3,1,1,Business Intelligence Analyst,Software Engineer,Cybersecurity Analyst
27,Male,PhD,AI,2.78,1,1,0,1,1,1,1,1,1,0,1,0,3,1,4,5,3,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
27,Male,Master,Data Science,3.14,1,1,0,0,1,1,0,1,0,1,1,1,4,5,4,1,4,Machine Learning Engineer,Cloud Engineer,DevOps Engineer
22,Male,Master,Computer Science,3.88,8,0,0,1,1,0,1,1,1,1,1,1,1,4,4,4,4,Business Intelligence Analyst,Software Engineer,Cloud Engineer
31,Female,Master,Software Engineering,3.47,8,0,0,1,1,0,1,0,1,0,1,0,1,5,5,4,3,Business Intelligence Analyst,Software Engineer,DevOps Engineer
30,Male,Master,AI,3.27,7,1,1,0,1,1,0,1,0,0,1,1,5,5,2,2,5,Machine Learning Engineer,Software Engineer,Cloud Engineer
34,Male,PhD,Software Engineering,2.5,4,1,0,1,1,1,0,0,1,1,0,0,4,2,1,5,1,Machine Learning Engineer,Software Engineer,Cybersecurity Analyst
35,Female,Bachelor,Software Engineering,3.25,2,1,1,0,1,0,0,1,1,0,1,0,1,1,3,1,2,Software Engineer,Cloud Engineer,DevOps Engineer
30,Female,Bachelor,Software Engineering,3.99,2,1,0,0,1,1,0,0,0,0,1,0,3,3,3,4,1,AI Researcher,Machine Learning Engineer,DevOps Engineer
27,Female,Master,Cybersecurity,2.98,1,1,1,0,1,1,0,1,0,1,0,0,5,1,2,4,4,Machine Learning Engineer,Software Engineer,Cloud Engineer
30,Female,Bachelor,Cybersecurity,2.78,3,1,0,1,1,0,0,0,0,0,1,0,4,2,5,3,3,Software Engineer,DevOps Engineer,Machine Learning Engineer
27,Male,Bachelor,Data Science,2.52,3,1,1,0,1,1,1,1,1,1,0,1,5,5,4,2,3,Business Intelligence Analyst,Machine Learning Engineer,Data Scientist
35,Male,PhD,Cybersecurity,3.15,5,0,0,1,1,1,0,1,1,0,0,0,2,3,3,4,1,Software Engineer,Cloud Engineer,Cybersecurity Analyst
35,Male,PhD,Computer Science,3.04,7,1,1,1,0,1,0,1,1,1,1,1,1,4,3,4,5,Machine Learning Engineer,Software Engineer,Cloud Engineer
29,Male,Master,Cybersecurity,2.75,1,0,0,1,1,1,1,0,0,1,0,0,5,4,2,2,4,Business Intelligence Analyst,Software Engineer,Data Analyst
28,Male,Master,Data Science,2.88,5,1,1,0,0,1,1,0,1,0,1,0,5,1,1,4,3,Machine Learning Engineer,Software Engineer,DevOps Engineer
30,Male,Master,Cybersecurity,3.88,3,0,0,0,0,0,1,1,1,0,1,1,5,2,3,2,4,Cloud Engineer,DevOps Engineer,Cybersecurity Analyst
27,Female,PhD,Cybersecurity,3.31,6,0,1,0,0,1,0,0,1,0,1,0,3,2,4,3,3,Software Engineer,DevOps Engineer,Cybersecurity Analyst
30,Female,PhD,Computer Science,3.18,6,1,0,0,0,1,1,0,0,1,1,1,2,1,4,3,4,Machine Learning Engineer,DevOps Engineer,Data Scientist
22,Male,Master,Data Science,2.7,2,0,1,1,1,0,1,0,1,0,0,1,1,4,1,2,5,Business Intelligence Analyst,Software Engineer,Cybersecurity Analyst
21,Female,PhD,AI,2.55,6,0,1,1,0,1,1,0,0,0,1,1,5,1,4,2,1,Software Engineer,DevOps Engineer,Backend Developer
26,Female,Bachelor,Computer Science,2.7,4,1,1,0,1,1,1,1,0,0,0,1,5,1,5,5,1,Business Intelligence Analyst,Machine Learning Engineer,Data Scientist
34,Male,PhD,Computer Science,3.28,7,1,1,0,0,0,1,1,0,1,1,1,3,2,1,2,4,Software Engineer,Cloud Engineer,DevOps Engineer
22,Male,Bachelor,AI,3.97,1,0,0,0,1,1,0,1,0,0,1,0,4,3,1,5,5,Cloud Engineer,DevOps Engineer,AI Researcher
24,Male,PhD,Cybersecurity,2.98,8,0,1,0,1,1,0,0,0,0,1,1,3,5,1,1,5,Software Engineer,DevOps Engineer,Backend Developer
33,Male,Bachelor,AI,2.69,8,1,0,0,0,1,1,0,0,1,0,0,5,1,2,5,1,Machine Learning Engineer,Data Scientist,AI Researcher
21,Female,Bachelor,Software Engineering,2.57,5,0,0,0,0,1,0,1,0,1,0,1,4,2,2,1,5,Cloud Engineer,Frontend Developer,Security Engineer
25,Male,Master,AI,3.0,2,1,0,1,0,1,0,0,1,0,0,0,3,1,4,1,5,Machine Learning Engineer,Software Engineer,Cybersecurity Analyst
22,Female,Master,AI,2.94,4,0,1,0,1,0,0,0,1,0,1,0,2,4,5,2,2,Software Engineer,DevOps Engineer,Cybersecurity Analyst
31,Female,Bachelor,Data Science,3.3,8,1,0,1,0,1,0,1,1,0,1,1,3,2,3,4,5,Machine Learning Engineer,Software Engineer,Cloud Engineer
21,Female,PhD,AI,3.09,2,1,1,0,0,1,0,0,1,1,1,0,1,5,4,4,5,Machine Learning Engineer,Software Engineer,DevOps Engineer
31,Male,PhD,Cybersecurity,3.63,7,0,1,1,1,0,1,1,0,0,0,0,4,5,2,5,5,Business Intelligence Analyst,Software Engineer,Cloud Engineer
24,Female,PhD,Computer Science,3.4,3,0,1,1,0,1,0,0,0,1,1,1,5,3,4,4,5,Software Engineer,DevOps Engineer,Backend Developer
29,Male,Bachelor,Cybersecurity,2.56,4,1,1,1,1,0,1,0,0,1,1,1,3,2,2,2,1,Business Intelligence Analyst,Software Engineer,DevOps Engineer
30,Male,PhD,AI,3.27,5,0,0,0,0,1,1,1,0,0,0,1,5,3,4,4,2,Cloud Engineer,Security Engineer,Business Intelligence Analyst
23,Female,Bachelor,AI,3.08,3,0,0,1,1,1,0,0,1,1,1,1,5,5,1,3,1,Software Engineer,DevOps Engineer,Cybersecurity Analyst
27,Male,Bachelor,Software Engineering,3.82,7,1,0,0,1,1,0,1,0,1,0,0,5,1,4,3,1,AI Researcher,Machine Learning Engineer,Cloud Engineer
23,Female,PhD,Computer Science,3.05,0,1,1,1,1,1,0,1,0,1,1,1,3,4,4,3,1,Machine Learning Engineer,Software Engineer,Cloud Engineer
35,Male,Master,Cybersecurity,2.96,7,1,1,1,1,0,0,1,0,1,0,1,2,1,3,1,2,Software Engineer,Cloud Engineer,Backend Developer
23,Female,Bachelor,Data Science,2.77,2,1,1,0,0,0,1,0,1,0,0,0,1,2,2,5,3,Software Engineer,Cybersecurity Analyst,Backend Developer
24,Female,Master,Data Science,2.83,4,0,1,0,1,1,0,1,0,0,1,0,4,5,3,1,2,Software Engineer,Cloud Engineer,DevOps Engineer
35,Female,PhD,AI,3.84,3,1,0,0,1,0,0,0,0,1,0,1,3,5,4,5,3,AI Researcher,Frontend Developer,Security Engineer
30,Female,PhD,AI,3.17,5,0,0,1,1,0,1,1,0,0,1,1,3,5,3,4,2,Business Intelligence Analyst,Software Engineer,Cloud Engineer
35,Female,Master,Computer Science,3.74,3,1,1,1,1,1,1,0,1,1,1,0,4,2,2,3,1,AI Researcher,Business Intelligence Analyst,Machine Learning Engineer
34,Female,Master,AI,3.5,4,0,1,0,0,0,1,0,1,0,0,1,1,1,2,5,4,Software Engineer,Cybersecurity Analyst,Backend Developer
29,Female,Master,Software Engineering,3.18,1,0,1,0,0,0,0,1,1,0,1,0,4,4,3,1,3,Software Engineer,Cloud Engineer,DevOps Engineer
32,Female,Master,Cybersecurity,2.79,5,0,0,0,1,0,0,0,0,0,1,1,5,5,2,3,4,DevOps Engineer,Security Engineer,Business Intelligence Analyst
34,Male,Bachelor,AI,2.66,0,0,1,0,0,1,0,1,1,1,0,0,4,1,1,5,4,Software Engineer,Cloud Engineer,Cybersecurity Analyst
26,Male,Bachelor,AI,2.76,3,0,0,1,1,0,1,1,0,1,1,0,3,1,2,4,1,DevOps Engineer,Business Intelligence Analyst,Software Engineer
27,Female,Master,Software Engineering,2.57,1,0,0,1,0,0,0,1,1,1,1,1,1,4,2,4,1,Software Engineer,Cloud Engineer,DevOps Engineer
32,Male,PhD,Data Science,3.92,1,0,0,1,0,1,1,0,1,1,0,1,4,1,4,4,2,Software Engineer,Cybersecurity Analyst,AI Researcher
33,Male,Master,AI,3.25,2,1,0,1,0,1,1,1,0,1,0,0,3,1,3,3,5,Machine Learning Engineer,Software Engineer,Cloud Engineer
31,Female,PhD,AI,3.84,2,1,1,1,0,0,1,1,1,0,0,0,2,4,1,1,5,Software Engineer,Cloud Engineer,Cybersecurity Analyst
22,Male,Master,Computer Science,2.81,5,1,0,0,0,1,1,0,0,0,0,1,2,3,4,3,2,Security Engineer,Machine Learning Engineer,Data Scientist
22,Female,PhD,Data Science,2.99,8,1,0,0,1,0,0,1,1,1,1,1,2,3,5,5,2,Cloud Engineer,DevOps Engineer,Cybersecurity Analyst
29,Female,Bachelor,Computer Science,3.9,6,1,0,0,0,0,1,0,0,0,0,1,2,2,4,3,1,AI Researcher,DevOps Engineer,Security Engineer
25,Male,PhD,AI,2.6,7,1,1,1,0,0,0,0,1,1,1,0,5,1,4,4,1,Software Engineer,DevOps Engineer,Cybersecurity Analyst
31,Male,Master,Data Science,3.47,5,1,0,1,0,0,1,1,0,0,1,0,3,5,3,3,2,Software Engineer,Cloud Engineer,DevOps Engineer
34,Female,Master,Data Science,2.96,7,0,0,0,0,1,1,0,0,0,1,1,3,5,5,1,1,DevOps Engineer,Security Engineer,Machine Learning Engineer
23,Male,Bachelor,Computer Science,2.82,4,1,0,0,0,1,1,0,1,0,1,0,5,5,2,3,2,Machine Learning Engineer,DevOps Engineer,Cybersecurity Analyst
35,Female,Master,Data Science,3.91,1,1,1,0,1,0,1,1,0,0,0,0,1,2,5,5,2,Business Intelligence Analyst,Software Engineer,Cloud Engineer
34,Male,Master,Data Science,3.38,2,0,0,1,1,0,1,1,1,0,1,1,1,1,3,5,4,Business Intelligence Analyst,Software Engineer,Cloud Engineer
27,Female,Bachelor,AI,3.74,0,0,0,1,0,1,1,0,0,0,0,1,1,5,4,4,1,Software Engineer,AI Researcher,Backend Developer
26,Female,PhD,AI,3.69,7,1,1,0,1,1,1,0,1,0,1,0,3,2,4,3,2,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
25,Male,PhD,Data Science,2.93,5,1,0,1,1,1,0,0,0,0,1,0,5,1,3,3,3,Machine Learning Engineer,Software Engineer,DevOps Engineer
27,Male,PhD,Computer Science,3.82,2,1,0,0,0,0,0,1,1,0,1,0,4,4,3,5,5,Cloud Engineer,DevOps Engineer,Cybersecurity Analyst
26,Male,Bachelor,Cybersecurity,3.16,6,0,1,1,0,1,1,1,1,0,0,0,2,1,3,2,5,Software Engineer,Cloud Engineer,Cybersecurity Analyst
33,Male,Bachelor,Cybersecurity,2.59,3,1,0,1,0,0,1,0,0,0,0,0,3,3,3,5,1,Backend Developer,Software Engineer,Machine Learning Engineer
29,Female,Master,Cybersecurity,3.41,6,0,1,1,0,0,0,0,0,1,0,1,5,5,5,2,1,Software Engineer,Backend Developer,Frontend Developer
26,Female,Master,AI,3.29,7,0,1,0,0,1,1,0,0,0,0,0,2,2,3,1,3,Software Engineer,Backend Developer,Machine Learning Engineer
31,Male,Master,Computer Science,2.88,8,0,1,1,0,0,1,1,0,1,1,1,3,2,3,2,3,Software Engineer,Cloud Engineer,DevOps Engineer
31,Male,Master,Data Science,3.36,3,1,1,1,0,1,0,1,1,1,1,1,4,4,3,2,3,Backend Developer,Machine Learning Engineer,Software Engineer
24,Female,PhD,AI,2.58,3,1,1,1,0,1,0,1,0,1,1,0,1,3,3,3,2,Machine Learning Engineer,Software Engineer,Cloud Engineer
26,Male,PhD,Software Engineering,2.84,5,1,0,0,1,0,0,1,1,0,0,0,3,1,2,4,1,Cloud Engineer,Cybersecurity Analyst,Machine Learning Engineer
26,Female,Master,AI,3.85,7,1,1,0,1,0,0,0,1,0,0,0,4,4,4,1,3,Software Engineer,Cybersecurity Analyst,AI Researcher
22,Male,PhD,Cybersecurity,3.18,8,1,1,0,1,1,0,0,0,0,0,1,2,5,5,3,2,Machine Learning Engineer,Software Engineer,Data Scientist
22,Female,PhD,Cybersecurity,3.79,4,0,1,1,1,0,1,0,0,1,1,0,2,5,2,1,3,Business Intelligence Analyst,Software Engineer,DevOps Engineer
23,Male,Master,Computer Science,2.68,5,1,0,1,1,0,1,1,0,0,1,1,2,1,3,4,5,Business Intelligence Analyst,Software Engineer,Cloud Engineer
28,Male,Master,Computer Science,3.77,6,0,0,1,1,0,1,0,1,0,0,1,1,5,2,1,1,Business Intelligence Analyst,Software Engineer,Cybersecurity Analyst
34,Female,PhD,Data Science,3.19,1,0,1,1,1,0,0,1,0,0,1,1,1,4,1,1,4,Software Engineer,Cloud Engineer,DevOps Engineer
21,Male,PhD,Software Engineering,3.47,1,0,0,0,1,0,0,1,0,0,1,0,1,5,3,4,5,Cloud Engineer,DevOps Engineer,Machine Learning Engineer
22,Male,Master,Cybersecurity,2.69,6,1,1,1,0,0,0,1,0,0,1,1,4,3,2,2,4,Software Engineer,Cloud Engineer,DevOps Engineer
21,Female,PhD,Data Science,2.81,6,0,1,0,1,1,1,1,0,1,0,0,1,2,1,5,2,Business Intelligence Analyst,Software Engineer,Cloud Engineer
22,Female,Bachelor,Computer Science,3.85,3,0,1,1,0,0,1,1,0,0,0,1,1,1,2,5,3,Software Engineer,Cloud Engineer,AI Researcher
34,Male,Master,Computer Science,3.33,0,1,0,1,1,0,0,0,1,0,1,0,5,5,2,4,3,Software Engineer,DevOps Engineer,Cybersecurity Analyst
30,Female,Master,Software Engineering,3.34,5,1,0,1,0,1,0,0,1,0,0,1,5,5,5,1,3,Machine Learning Engineer,Software Engineer,Cybersecurity Analyst
34,Male,PhD,Cybersecurity,3.1,4,0,1,1,0,0,1,1,0,1,1,1,4,1,2,2,4,Software Engineer,Cloud Engineer,DevOps Engineer
33,Female,Bachelor,Software Engineering,3.33,6,0,0,0,1,0,1,1,1,0,0,0,1,1,5,5,5,Business Intelligence Analyst,Cloud Engineer,Cybersecurity Analyst
22,Female,PhD,Computer Science,3.78,4,0,0,0,1,1,1,1,0,0,1,0,5,1,5,3,1,Business Intelligence Analyst,Cloud Engineer,DevOps Engineer
33,Female,PhD,Data Science,3.5,5,1,0,0,0,0,1,1,1,1,0,0,4,1,3,1,5,Cloud Engineer,Cybersecurity Analyst,Frontend Developer
28,Male,Bachelor,Cybersecurity,3.23,2,1,1,0,0,0,0,0,0,0,1,1,4,4,2,4,5,Software Engineer,DevOps Engineer,Backend Developer
31,Male,PhD,Computer Science,2.65,0,1,1,1,1,1,0,1,0,0,0,1,1,4,1,5,1,Machine Learning Engineer,Software Engineer,Cloud Engineer
29,Male,Master,Computer Science,2.75,0,1,1,1,0,1,0,1,0,0,1,1,2,3,4,3,4,Machine Learning Engineer,Software Engineer,Cloud Engineer
28,Male,Master,Software Engineering,3.1,4,0,0,1,1,1,1,1,0,1,0,1,2,3,3,4,4,Business Intelligence Analyst,Software Engineer,Cloud Engineer
35,Female,PhD,AI,2.82,3,0,1,0,0,0,0,1,0,0,1,0,3,1,5,3,5,Software Engineer,Cloud Engineer,DevOps Engineer
21,Female,Master,AI,2.6,2,0,1,0,1,1,1,1,1,0,0,0,1,2,1,3,4,Business Intelligence Analyst,Software Engineer,Cloud Engineer
35,Male,Master,Software Engineering,2.79,3,1,0,0,1,1,0,1,0,1,1,1,2,5,1,4,4,Machine Learning Engineer,Cloud Engineer,DevOps Engineer
30,Female,Bachelor,AI,2.99,5,1,0,0,1,0,1,0,0,1,0,1,4,1,4,1,2,Business Intelligence Analyst,Data Analyst,Frontend Developer
33,Female,Bachelor,Cybersecurity,3.25,2,1,1,1,0,1,1,0,0,0,1,1,2,3,2,4,3,Machine Learning Engineer,Software Engineer,DevOps Engineer
27,Female,PhD,Computer Science,2.53,0,1,0,0,0,0,0,1,1,1,1,0,1,2,5,4,3,Cloud Engineer,DevOps Engineer,Cybersecurity Analyst
28,Male,Master,Software Engineering,3.16,6,0,1,1,0,0,0,1,1,0,0,1,4,2,2,2,2,Business Intelligence Analyst,Software Engineer,Cloud Engineer
22,Female,Bachelor,Cybersecurity,2.74,7,1,0,1,0,1,1,0,0,1,1,0,3,4,4,2,3,Machine Learning Engineer,Software Engineer,DevOps Engineer
24,Male,PhD,Software Engineering,3.56,5,1,0,1,0,1,1,1,0,0,0,1,1,3,1,5,3,Machine Learning Engineer,Software Engineer,Cloud Engineer
21,Female,Master,AI,2.89,7,0,0,1,1,1,1,0,1,1,1,0,3,5,2,2,3,Business Intelligence Analyst,Software Engineer,DevOps Engineer
27,Female,PhD,Data Science,3.33,3,0,1,0,0,0,1,0,1,0,1,1,1,1,4,2,5,Software Engineer,DevOps Engineer,Cybersecurity Analyst
33,Female,Master,Cybersecurity,3.32,5,1,1,1,1,0,0,0,0,1,0,1,2,2,4,1,3,Software Engineer,Backend Developer,Frontend Developer
31,Male,PhD,Computer Science,3.84,0,0,0,0,1,1,1,0,0,1,0,1,5,4,2,4,5,Business Intelligence Analyst,AI Researcher,Data Analyst
27,Male,Master,AI,3.72,2,1,1,1,0,0,0,0,0,0,0,0,3,2,1,1,2,Software Engineer,AI Researcher,Backend Developer
22,Male,Master,AI,2.74,6,0,1,0,1,1,1,0,1,1,1,0,5,4,5,3,3,Business Intelligence Analyst,Software Engineer,DevOps Engineer
32,Male,Master,Software Engineering,2.79,3,0,0,0,1,1,0,0,0,0,1,1,5,5,3,4,5,DevOps Engineer,Security Engineer,Business Intelligence Analyst
33,Male,Master,Data Science,3.93,3,0,1,0,1,1,1,0,0,0,1,0,1,1,2,4,1,Business Intelligence Analyst,Software Engineer,DevOps Engineer
33,Male,PhD,Computer Science,2.97,5,0,0,1,0,1,0,1,1,0,1,0,3,3,5,1,2,Software Engineer,Cloud Engineer,DevOps Engineer
28,Female,PhD,Software Engineering,3.48,0,1,1,1,0,1,1,1,0,1,0,1,3,5,5,5,2,Data Scientist,Machine Learning Engineer,Software Engineer
29,Male,Master,Computer Science,2.87,3,0,0,1,0,1,1,1,1,0,0,0,3,2,2,3,2,Software Engineer,Cloud Engineer,Cybersecurity Analyst
30,Female,Master,AI,3.25,5,0,1,1,1,1,1,0,1,0,1,1,1,3,4,4,2,Business Intelligence Analyst,Software Engineer,DevOps Engineer
28,Male,Bachelor,Data Science,2.5,0,0,1,0,0,0,1,0,1,0,1,0,2,3,3,4,4,Software Engineer,DevOps Engineer,Cybersecurity Analyst
32,Male,Master,Data Science,3.2,0,1,1,1,0,0,0,0,1,1,1,0,2,3,2,2,3,Software Engineer,DevOps Engineer,Cybersecurity Analyst
33,Female,PhD,Cybersecurity,3.53,2,1,1,1,0,0,0,1,1,0,0,1,2,2,4,2,1,Software Engineer,Cloud Engineer,Cybersecurity Analyst
28,Female,Master,Software Engineering,3.67,6,0,1,0,0,1,0,0,0,0,0,1,4,2,5,5,5,Software Engineer,Backend Developer,Security Engineer
26,Male,Bachelor,AI,3.53,1,0,0,1,1,1,1,0,1,0,0,0,5,2,4,4,3,Business Intelligence Analyst,Software Engineer,Cybersecurity Analyst
34,Female,PhD,Computer Science,3.96,4,0,1,1,1,1,1,0,1,1,0,1,4,4,3,2,5,Business Intelligence Analyst,Software Engineer,Cybersecurity Analyst
22,Male,Bachelor,Cybersecurity,3.13,4,0,1,1,1,0,0,0,0,0,0,0,1,5,4,1,1,Software Engineer,Backend Developer,Machine Learning Engineer
34,Male,Bachelor,Software Engineering,3.51,4,0,0,1,1,1,1,1,0,1,0,1,1,5,5,3,4,Business Intelligence Analyst,Software Engineer,Cloud Engineer
29,Female,PhD,Computer Science,3.11,3,0,0,1,0,0,0,0,1,0,0,1,1,5,3,2,1,Software Engineer,Cybersecurity Analyst,Backend Developer
22,Female,Bachelor,Computer Science,3.4,2,0,1,0,0,0,0,1,1,1,1,1,1,5,4,3,4,Software Engineer,Cloud Engineer,DevOps Engineer
35,Male,Bachelor,Cybersecurity,3.13,6,1,1,1,0,1,0,1,0,1,0,0,3,3,1,3,4,Machine Learning Engineer,Software Engineer,Cloud Engineer
31,Male,PhD,Cybersecurity,3.73,6,1,1,1,0,0,0,0,0,1,0,0,4,5,4,3,3,Software Engineer,AI Researcher,Backend Developer
24,Female,Master,Software Engineering,3.72,0,0,0,0,1,0,1,0,0,0,0,1,3,1,3,4,4,Business Intelligence Analyst,AI Researcher,Data Analyst
33,Male,PhD,AI,2.79,4,0,0,0,0,0,1,0,0,0,1,1,3,1,4,4,1,DevOps Engineer,Security Engineer,Machine Learning Engineer
33,Female,Bachelor,Cybersecurity,3.05,2,1,0,1,1,1,0,0,0,1,1,0,5,2,2,4,4,Machine Learning Engineer,Software Engineer,DevOps Engineer
23,Male,PhD,Software Engineering,3.31,0,0,1,1,1,1,0,0,1,0,1,0,5,4,4,2,2,Software Engineer,DevOps Engineer,Cybersecurity Analyst
30,Female,PhD,Software Engineering,3.22,2,0,0,0,0,0,1,1,1,1,0,1,2,5,2,3,1,Cloud Engineer,Cybersecurity Analyst,Frontend Developer
33,Male,Bachelor,Data Science,3.24,2,0,0,1,0,1,1,1,1,0,1,0,2,4,4,5,2,Software Engineer,Cloud Engineer,DevOps Engineer
30,Male,Bachelor,Software Engineering,3.06,4,1,1,0,1,0,1,0,0,0,1,0,5,1,4,4,2,Business Intelligence Analyst,Software Engineer,DevOps Engineer
24,Male,Bachelor,Computer Science,3.02,4,1,0,0,0,0,1,0,0,0,0,1,5,2,5,4,2,Security Engineer,Business Intelligence Analyst,Machine Learning Engineer
